BOROUGH,BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
BROOKLYN,3334,1,1415 GATES AVENUE,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,558 KNICKERBOCKER AVENUE,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,554 KNICKERBOCKER AVENUE,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,236 LINDEN STREET,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,232 LINDEN STREET,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,228 LINDEN STREET,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,224 LINDEN STREET,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,220 LINDEN STREET,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,361 WILSON AVENUE,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3334,1,365 WILSON AVENUE,11221,BUSHWICK II CDA (GROUP E),HOPE GARDENS,4,NA
BROOKLYN,3350,28,420 CENTRAL AVENUE,11221,BUSHWICK II (GROUPS B & D),HOPE GARDENS,4,NA
BROOKLYN,3489,1,1580 EAST NEW YORK AVENUE,11212,HOWARD,HOWARD,16,NA
BROOKLYN,3489,1,30 GLENMORE AVENUE,11212,HOWARD,HOWARD,16,NA
BROOKLYN,3489,1,40 GLENMORE AVENUE,11212,HOWARD,HOWARD,16,NA
BROOKLYN,3489,1,60 GLENMORE AVENUE,11212,HOWARD,HOWARD,16,NA
BROOKLYN,3489,1,300 MOTHER GASTON BOULEVARD,11212,HOWARD,HOWARD,16,NA
BROOKLYN,3489,1,290 MOTHER GASTON BOULEVARD,11212,HOWARD,HOWARD,16,NA
BROOKLYN,3494,10,1410 EAST NEW YORK AVENUE,11212,GARVEY (GROUP A),GARVEY,16,NA
BROOKLYN,3508,42,672 RALPH AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,NA
BROOKLYN,3508,50,692 RALPH AVENUE,11212,RALPH AVENUE REHAB,REID APARTMENTS,16,NA
BROOKLYN,3509,59,2068 UNION STREET,11212,SUTTER AVENUE-UNION STREET,REID APARTMENTS,16,NA
BROOKLYN,3510,1,2079 UNION STREET,11212,SUTTER AVENUE-UNION STREET,REID APARTMENTS,16,NA
BROOKLYN,3510,11,2055 UNION STREET,11212,SUTTER AVENUE-UNION STREET,REID APARTMENTS,16,NA
BROOKLYN,3511,22,574 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3511,22,582 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3511,22,1 TAPSCOTT STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3511,22,5 TAPSCOTT STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3511,22,13 TAPSCOTT STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3511,22,17 TAPSCOTT STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3511,46,602 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3511,46,610 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3511,46,614 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,571 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,579 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,583 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,587 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,591 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,599 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,603 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,607 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,21,611 HOWARD AVENUE,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,51,32 GRAFTON STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,51,36 GRAFTON STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,51,44 GRAFTON STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3512,51,48 GRAFTON STREET,11212,HOWARD AVENUE,PARK ROCK CONSOLIDATED,16,NA
BROOKLYN,3526,21,291 SUTTER AVENUE,11212,HUGHES APARTMENTS,HUGHES APARTMENTS,16,NA
BROOKLYN,3526,21,303 SUTTER AVENUE,11212,HUGHES APARTMENTS,HUGHES APARTMENTS,16,NA
BROOKLYN,3526,21,305 SUTTER AVENUE,11212,HUGHES APARTMENTS,HUGHES APARTMENTS,16,NA
BROOKLYN,3526,21,317 SUTTER AVENUE,11212,HUGHES APARTMENTS,HUGHES APARTMENTS,16,NA
BROOKLYN,3526,21,337 SUTTER AVENUE,11212,HUGHES APARTMENTS,HUGHES APARTMENTS,16,NA
BROOKLYN,3532,30,114 TAPSCOTT STREET,11212,104-14 TAPSCOTT STREET,REID APARTMENTS,16,NA
BROOKLYN,3544,1,333 BLAKE AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,337 BLAKE AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,287 BLAKE AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,500 MOTHER GASTON BOULEVARD,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,251 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,224 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,236 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,252 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,553 ROCKAWAY AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,561 ROCKAWAY AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,557 ROCKAWAY AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,284 SUTTER AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,292 SUTTER AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,296 SUTTER AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,300 SUTTER AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3544,1,308 SUTTER AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3550,6,209 TAPSCOTT STREET,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,NA
BROOKLYN,3550,11,197 TAPSCOTT STREET,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,NA
BROOKLYN,3550,16,185 TAPSCOTT STREET,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,NA
BROOKLYN,3550,34,738 HOWARD AVENUE,11212,TAPSCOTT STREET REHAB,REID APARTMENTS,16,NA
BROOKLYN,3561,1,334 BLAKE AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,338 BLAKE AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,281 DUMONT AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,293 DUMONT AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,297 DUMONT AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,301 DUMONT AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,341 DUMONT AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,345 DUMONT AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,349 DUMONT AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,550 MOTHER GASTON BOULEVARD,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,544 MOTHER GASTON BOULEVARD,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,556 MOTHER GASTON BOULEVARD,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,294 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,312 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,267 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,295 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,311 OSBORN STREET,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,625 ROCKAWAY AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3561,1,619 ROCKAWAY AVENUE,11212,BROWNSVILLE,BROWNSVILLE,16,NA
BROOKLYN,3709,1,110 CHRISTOPHER AVENUE,11212,GLENMORE PLAZA,LOW HOUSES,16,NA
BROOKLYN,3709,1,112 CHRISTOPHER AVENUE,11212,GLENMORE PLAZA,LOW HOUSES,16,NA
BROOKLYN,3709,1,91 CHRISTOPHER AVENUE,11212,GLENMORE PLAZA,LOW HOUSES,16,NA
BROOKLYN,3709,1,93 CHRISTOPHER AVENUE,11212,GLENMORE PLAZA,LOW HOUSES,16,NA
BROOKLYN,3709,1,113 CHRISTOPHER AVENUE,11212,GLENMORE PLAZA,LOW HOUSES,16,NA
BROOKLYN,3724,29,2155 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3724,29,2165 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3725,1,320 MILLER AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3725,1,330 MILLER AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3725,1,340 MILLER AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3725,1,2185 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3725,1,2189 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3727,1,133 BELMONT AVENUE,11212,LOW HOUSES,LOW HOUSES,16,NA
BROOKLYN,3727,1,157 BELMONT AVENUE,11212,LOW HOUSES,LOW HOUSES,16,NA
BROOKLYN,3727,1,159 BELMONT AVENUE,11212,LOW HOUSES,LOW HOUSES,16,NA
BROOKLYN,3727,1,155 CHRISTOPHER AVENUE,11212,LOW HOUSES,LOW HOUSES,16,NA
BROOKLYN,3727,1,182 POWELL STREET,11212,LOW HOUSES,LOW HOUSES,16,NA
BROOKLYN,3727,1,192 POWELL STREET,11212,LOW HOUSES,LOW HOUSES,16,NA
BROOKLYN,3745,1,367 SACKMAN STREET,11212,LOW HOUSES,LOW HOUSES,16,NA
BROOKLYN,3760,1,421 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,423 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,373 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,371 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,414 SUTTER AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,410 SUTTER AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,412 SUTTER AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,390 SUTTER AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,366 SUTTER AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3760,1,364 SUTTER AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3767,36,340 WILLIAMS AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,NA
BROOKLYN,3767,36,340A WILLIAMS AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,NA
BROOKLYN,3769,30,340A GEORGIA AVENUE,11207,"UNITY PLAZA (SITES 17,24,25A)",UNITY PLAZA,5,NA
BROOKLYN,3777,1,376 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3777,1,374 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3777,1,418 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3777,1,420 BLAKE AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3777,1,431 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3777,1,433 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3777,1,330 POWELL STREET,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3780,1,367 POWELL STREET,11212,WOODSON,WOODSON,16,NA
BROOKLYN,3784,1,545 DUMONT AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3784,1,380 WILLIAMS AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3784,1,360 WILLIAMS AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3784,1,410 WILLIAMS AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3784,1,400 WILLIAMS AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3785,15,570 BLAKE AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3785,15,560 BLAKE AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3785,15,590 BLAKE AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3785,15,580 BLAKE AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3785,15,390 GEORGIA AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3787,1,398 SHEFFIELD AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,NA
BROOKLYN,3787,1,430 SHEFFIELD AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,NA
BROOKLYN,3787,1,428 SHEFFIELD AVENUE,11207,LONG ISLAND BAPTIST HOUSES,UNITY PLAZA,5,NA
BROOKLYN,3787,5,391 GEORGIA AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3787,5,405 GEORGIA AVENUE,11207,UNITY PLAZA (SITES 4-27),UNITY PLAZA,5,NA
BROOKLYN,3794,1,392 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3794,1,394 DUMONT AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3794,1,395 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3794,1,383 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3794,1,361 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3794,1,345 LIVONIA AVENUE,11212,VAN DYKE I,VAN DYKE I,16,NA
BROOKLYN,3797,1,399 POWELL STREET,11212,WOODSON,WOODSON,16,NA
BROOKLYN,3874,7,733 SNEDIKER AVENUE,11207,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,5,NA
BROOKLYN,3874,7,733 SNEDIKER AVENUE,11207,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,5,NA
BROOKLYN,3874,7,733 SNEDIKER AVENUE,11207,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,5,NA
BROOKLYN,3874,7,733 SNEDIKER AVENUE,11207,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,5,NA
BROOKLYN,3993,1,2211 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3993,1,2215 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3993,1,2221 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,3993,1,2219 PITKIN AVENUE,11207,FIORENTINO PLAZA,UNITY PLAZA,5,NA
BROOKLYN,4029,1,459 BARBEY STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,5,NA
BROOKLYN,4029,1,463 BARBEY STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,5,NA
BROOKLYN,4029,1,616 BELMONT AVENUE,11207,BELMONT-SUTTER AREA,BOULEVARD,5,NA
BROOKLYN,4029,1,422 JEROME STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,5,NA
BROOKLYN,4029,1,426 JEROME STREET,11207,BELMONT-SUTTER AREA,BOULEVARD,5,NA
BROOKLYN,4055,12,305 ATKINS AVENUE,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4055,12,305 ATKINS AVENUE,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4055,12,305 ATKINS AVENUE,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4055,12,305 ATKINS AVENUE,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4070,16,359 BERRIMAN STREET,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4070,16,359 BERRIMAN STREET,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4070,19,353 BERRIMAN STREET,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4070,19,353 BERRIMAN STREET,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4070,21,349 BERRIMAN STREET,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4070,21,349 BERRIMAN STREET,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4070,24,341 BERRIMAN STREET,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4070,24,341 BERRIMAN STREET,11208,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,5,NA
BROOKLYN,4263,40,336 FOUNTAIN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,NA
BROOKLYN,4263,40,338 FOUNTAIN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,NA
BROOKLYN,4263,40,340 FOUNTAIN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,NA
BROOKLYN,4263,40,342 FOUNTAIN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,NA
BROOKLYN,4263,40,344 FOUNTAIN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,NA
BROOKLYN,4263,40,346 FOUNTAIN AVENUE,11208,EAST NEW YORK CITY LINE,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,710 EUCLID AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,700 EUCLID AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,740 EUCLID AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,730 EUCLID AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,495 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,485 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,515 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,315 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,305 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,345 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,335 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,375 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,395 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,385 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,435 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,445 FOUNTAIN AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,2545 LINDEN BOULEVARD,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,2555 LINDEN BOULEVARD,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,2525 LINDEN BOULEVARD,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,2535 LINDEN BOULEVARD,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,1266 SUTTER AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,1230 SUTTER AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,1250 SUTTER AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,1200 SUTTER AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4292,61,1210 SUTTER AVENUE,11208,CYPRESS HILLS,CYPRESS HILLS,5,NA
BROOKLYN,4355,1,830 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,804 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,2156 LINDEN BOULEVARD,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,785 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,797 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,817 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,829 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,807 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,773 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,725 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4355,1,765 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4369,1,520 STANLEY AVENUE,11207,PENNSYLVANIA AVENUE-WORTMAN AVENUE,PENNSYLVANIA-WORTMAN,5,NA
BROOKLYN,4371,1,580 STANLEY AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4371,1,630 STANLEY AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4371,1,640 STANLEY AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4371,1,243 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4371,1,247 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4371,1,215 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4371,1,183 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4371,1,185 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4371,1,187 WORTMAN AVENUE,11207,LINDEN,LINDEN,5,NA
BROOKLYN,4377,1,872 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,884 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,908 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,920 ASHFORD STREET,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,845 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,857 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,881 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,893 SCHENCK AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,738 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,740 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,756 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,758 STANLEY AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,359 WORTMAN AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
BROOKLYN,4377,1,357 WORTMAN AVENUE,11207,BOULEVARD,BOULEVARD,5,NA
